"","X","common_name","scientific_name","recordist_name","recording_length","Date","TYPE","xc_id","Time","Country","Download_link","genus","file_dir"
"1905",1905,"Rusty-margined Guan","Penelope superciliaris","Luiz C. Silva","0:27","2020-07-25","call","XC579415","09:00","Brazil","https://xeno-canto.org/579415/download","Penelope","mp3s/Penelope1904.mp3"
"1906",1906,"Rusty-margined Guan","Penelope superciliaris","JAYRSON ARAUJO DE OLIVEIRA","0:03","2020-06-24","alarm call","XC573072","12:09","Brazil","https://xeno-canto.org/573072/download","Penelope","mp3s/Penelope1905.mp3"
"1907",1907,"Rusty-margined Guan","Penelope superciliaris alagoensis","Dante Buzzetti","1:21","2007-04-17","alarm call, call","XC525960","5:50","Brazil","https://xeno-canto.org/525960/download","Penelope","mp3s/Penelope1906.mp3"
"1908",1908,"Rusty-margined Guan","Penelope superciliaris","Fernando Igor de Godoy","0:21","2012-10-19","alarm call","XC325701","06:30","Brazil","https://xeno-canto.org/325701/download","Penelope","mp3s/Penelope1907.mp3"
"1909",1909,"Rusty-margined Guan","Penelope superciliaris","Peter Boesman","0:07","2004-01-30","wing whirring","XC227446","04:30","Brazil","https://xeno-canto.org/227446/download","Penelope","mp3s/Penelope1908.mp3"
"1910",1910,"Rusty-margined Guan","Penelope superciliaris","Bernabe Lopez-Lanus","0:59","2011-11-25","song","XC108199","pm","Argentina","https://xeno-canto.org/108199/download","Penelope","mp3s/Penelope1909.mp3"
"1911",1911,"Rusty-margined Guan","Penelope superciliaris","Leonardo Pimentel","0:30","2010-12-27","call","XC82533","08:13","Brazil","https://xeno-canto.org/82533/download","Penelope","mp3s/Penelope1910.mp3"
"1912",1912,"Rusty-margined Guan","Penelope superciliaris","Jeremy Minns","0:10","2000-09-04","call","XC66646","18:03","Brazil","https://xeno-canto.org/66646/download","Penelope","mp3s/Penelope1911.mp3"
"1913",1913,"Red-faced Guan","Penelope dabbenei","Jacob Wijpkema","0:31","2019-02-17","call","XC460368","07:50","Bolivia","https://xeno-canto.org/460368/download","Penelope","mp3s/Penelope1912.mp3"
"1914",1914,"Red-faced Guan","Penelope dabbenei","Jacob Wijpkema","0:28","2019-02-17","call, song","XC460362","07:45","Bolivia","https://xeno-canto.org/460362/download","Penelope","mp3s/Penelope1913.mp3"
"1915",1915,"Red-faced Guan","Penelope dabbenei","Peter Boesman","1:11","2013-10-18","call","XC273054","18:00","Argentina","https://xeno-canto.org/273054/download","Penelope","mp3s/Penelope1914.mp3"
"1916",1916,"Red-faced Guan","Penelope dabbenei","Peter Boesman","1:33","2013-10-18","call","XC273053","18:00","Argentina","https://xeno-canto.org/273053/download","Penelope","mp3s/Penelope1915.mp3"
"1917",1917,"Red-faced Guan","Penelope dabbenei","Peter Boesman","1:35","2013-10-18","call","XC273052","18:00","Argentina","https://xeno-canto.org/273052/download","Penelope","mp3s/Penelope1916.mp3"
"1918",1918,"Red-faced Guan","Penelope dabbenei","Bernabe Lopez-Lanus","0:23","1991-01-21","alarm call","XC48485","pm","Argentina","https://xeno-canto.org/48485/download","Penelope","mp3s/Penelope1917.mp3"
"1919",1919,"Red-faced Guan","Penelope dabbenei","Niels Krabbe","0:42","1995-03-25","call","XC19526","18:00","Bolivia","https://xeno-canto.org/19526/download","Penelope","mp3s/Penelope1918.mp3"
"1920",1920,"Red-faced Guan","Penelope dabbenei","Niels Krabbe","0:26","1997-10-26","song, song and wing whirr at dawn","XC16204","5:58","Bolivia","https://xeno-canto.org/16204/download","Penelope","mp3s/Penelope1919.mp3"
"1921",1921,"Red-faced Guan","Penelope dabbenei","Sjoerd Mayer","0:51","1992-03-22","alarm call","XC1556","?","Bolivia","https://xeno-canto.org/1556/download","Penelope","mp3s/Penelope1920.mp3"
"1922",1922,"Red-faced Guan","Penelope dabbenei","Daniel Lane","2:45","1999-08-13","call","XC96617","08:40","Bolivia","https://xeno-canto.org/96617/download","Penelope","mp3s/Penelope1921.mp3"
"1923",1923,"Red-faced Guan","Penelope dabbenei","Frank Lambert","2:04","0000-00-00","call","XC68998","?:?","Argentina","https://xeno-canto.org/68998/download","Penelope","mp3s/Penelope1922.mp3"
"1924",1924,"Red-faced Guan","Penelope dabbenei","Sofia Wasylyk","0:05","0000-00-00","song","XC61696","?:?","Argentina","https://xeno-canto.org/61696/download","Penelope","mp3s/Penelope1923.mp3"
"1925",1925,"Red-faced Guan","Penelope dabbenei","Bernabe Lopez-Lanus","0:02","1991-01-13","song","XC51182","?:?","Argentina","https://xeno-canto.org/51182/download","Penelope","mp3s/Penelope1924.mp3"
"1926",1926,"Red-faced Guan","Penelope dabbenei","Bernabe Lopez-Lanus","0:07","1991-01-13","song","XC51181","?:?","Argentina","https://xeno-canto.org/51181/download","Penelope","mp3s/Penelope1925.mp3"
"1927",1927,"Red-faced Guan","Penelope dabbenei","Bernabe Lopez-Lanus","0:12","1991-01-13","song","XC51180","?:?","Argentina","https://xeno-canto.org/51180/download","Penelope","mp3s/Penelope1926.mp3"
"1928",1928,"Red-faced Guan","Penelope dabbenei","Bernabe Lopez-Lanus","0:05","1991-01-13","song","XC51179","?:?","Argentina","https://xeno-canto.org/51179/download","Penelope","mp3s/Penelope1927.mp3"
"1929",1929,"Red-faced Guan","Penelope dabbenei","Bernabe Lopez-Lanus","0:13","1991-12-01","song","XC51178","?:?","Argentina","https://xeno-canto.org/51178/download","Penelope","mp3s/Penelope1928.mp3"
"1930",1930,"Red-faced Guan","Penelope dabbenei","Niels Krabbe","0:35","1995-03-25","call","XC19525","06:00","Bolivia","https://xeno-canto.org/19525/download","Penelope","mp3s/Penelope1929.mp3"
"1931",1931,"Red-faced Guan","Penelope dabbenei","Niels Krabbe","1:00","1995-04-10","call","XC19524","xx:xx","Bolivia","https://xeno-canto.org/19524/download","Penelope","mp3s/Penelope1930.mp3"
"1932",1932,"Red-faced Guan","Penelope dabbenei","Niels Krabbe","0:45","1995-03-25","song, song at dawn, then flying away","XC16205","?","Bolivia","https://xeno-canto.org/16205/download","Penelope","mp3s/Penelope1931.mp3"
"1933",1933,"Red-faced Guan","Penelope dabbenei","Sjoerd Mayer","0:48","1992-03-22","call","XC1555","6:15","Bolivia","https://xeno-canto.org/1555/download","Penelope","mp3s/Penelope1932.mp3"
"1934",1934,"Red-faced Guan","Penelope dabbenei","Jacob Wijpkema","0:20","2021-07-06","alarm call","XC663492","07:52","Bolivia","https://xeno-canto.org/663492/download","Penelope","mp3s/Penelope1933.mp3"
"1935",1935,"Red-faced Guan","Penelope dabbenei","Mike Nelson","0:36","2009-03-09","call","XC48629","4:30pm","Argentina","https://xeno-canto.org/48629/download","Penelope","mp3s/Penelope1934.mp3"
"1936",1936,"Red-faced Guan","Penelope dabbenei","Aidan Maccormick","0:17","2004-08-31","alarm call","XC4351","8:37","Bolivia","https://xeno-canto.org/4351/download","Penelope","mp3s/Penelope1935.mp3"
"1937",1937,"Crested Guan","Penelope purpurascens aequatorialis","Brendan Sloan","4:13","2020-03-12","call","XC572256","07:30","Costa Rica","https://xeno-canto.org/572256/download","Penelope","mp3s/Penelope1936.mp3"
"1938",1938,"Crested Guan","Penelope purpurascens","Paul Driver","2:03","2019-03-08","call","XC522875","06:00","Belize","https://xeno-canto.org/522875/download","Penelope","mp3s/Penelope1937.mp3"
"1939",1939,"Crested Guan","Penelope purpurascens","Paul Driver","0:11","2019-03-03","call","XC522435","06:08","Belize","https://xeno-canto.org/522435/download","Penelope","mp3s/Penelope1938.mp3"
"1940",1940,"Crested Guan","Penelope purpurascens","Paul Driver","0:08","2019-03-03","call","XC522434","06:07","Belize","https://xeno-canto.org/522434/download","Penelope","mp3s/Penelope1939.mp3"
"1941",1941,"Crested Guan","Penelope purpurascens","Steve Hampton","2:16","2020-01-24","call","XC544057","07:30","Costa Rica","https://xeno-canto.org/544057/download","Penelope","mp3s/Penelope1940.mp3"
"1942",1942,"Crested Guan","Penelope purpurascens","Kent Livezey","1:10","2019-05-04","song, wing whirrs","XC542971","09:00","Panama","https://xeno-canto.org/542971/download","Penelope","mp3s/Penelope1941.mp3"
"1943",1943,"Crested Guan","Penelope purpurascens aequatorialis","Hans Matheve","0:34","2019-02-07","alarm call","XC517722","?","Costa Rica","https://xeno-canto.org/517722/download","Penelope","mp3s/Penelope1942.mp3"
"1944",1944,"Crested Guan","Penelope purpurascens aequatorialis","Guy Kirwan","0:11","2019-07-19","flight call","XC498124","07:30","Costa Rica","https://xeno-canto.org/498124/download","Penelope","mp3s/Penelope1943.mp3"
"1945",1945,"Crested Guan","Penelope purpurascens","Johan Chaves","0:42","2019-07-04","song","XC484688","16:30","Costa Rica","https://xeno-canto.org/484688/download","Penelope","mp3s/Penelope1944.mp3"
"1946",1946,"Crested Guan","Penelope purpurascens aequatorialis","Frank Lambert","0:29","2016-12-13","call","XC411341","05:44","Costa Rica","https://xeno-canto.org/411341/download","Penelope","mp3s/Penelope1945.mp3"
"1947",1947,"Crested Guan","Penelope purpurascens purpurascens","Samuel Jones","1:00","2015-07-29","call","XC298175","05:15","Honduras","https://xeno-canto.org/298175/download","Penelope","mp3s/Penelope1946.mp3"
"1948",1948,"Crested Guan","Penelope purpurascens","Oscar Campbell","3:09","2015-07-16","alarm call","XC278628","08:00","Costa Rica","https://xeno-canto.org/278628/download","Penelope","mp3s/Penelope1947.mp3"
"1949",1949,"Crested Guan","Penelope purpurascens aequatorialis","Patricio Mena Valenzuela","0:29","1998-07-30","call, display calls","XC275188","?","Ecuador","https://xeno-canto.org/275188/download","Penelope","mp3s/Penelope1948.mp3"
"1950",1950,"Crested Guan","Penelope purpurascens aequatorialis","Patricio Mena Valenzuela","0:29","1999-07-25","dawn song, wing rattle","XC275187","?","Ecuador","https://xeno-canto.org/275187/download","Penelope","mp3s/Penelope1949.mp3"
"1951",1951,"Crested Guan","Penelope purpurascens","Peter Boesman","1:24","2010-03-20","call","XC274516","07:15","Costa Rica","https://xeno-canto.org/274516/download","Penelope","mp3s/Penelope1950.mp3"
"1952",1952,"Crested Guan","Penelope purpurascens","Peter Boesman","0:52","2010-03-13","call","XC274199","17:50","Costa Rica","https://xeno-canto.org/274199/download","Penelope","mp3s/Penelope1951.mp3"
"1953",1953,"Crested Guan","Penelope purpurascens aequatorialis","Olaf Jahn","0:29","1997-07-28","alarm call, call, alarm calls, distress calls","XC261552","?","Ecuador","https://xeno-canto.org/261552/download","Penelope","mp3s/Penelope1952.mp3"
"1954",1954,"Crested Guan","Penelope purpurascens aequatorialis","Olaf Jahn","0:31","1997-06-21","alarm call, alarm calls","XC261551","?","Ecuador","https://xeno-canto.org/261551/download","Penelope","mp3s/Penelope1953.mp3"
"1955",1955,"Crested Guan","Penelope purpurascens aequatorialis","Olaf Jahn","0:32","1999-07-25","alarm call, alarm calls","XC261550","?","Ecuador","https://xeno-canto.org/261550/download","Penelope","mp3s/Penelope1954.mp3"
"1956",1956,"Crested Guan","Penelope purpurascens aequatorialis","Olaf Jahn","0:12","2009-09-00","call, display calls","XC261549","?","Ecuador","https://xeno-canto.org/261549/download","Penelope","mp3s/Penelope1955.mp3"
"1957",1957,"Crested Guan","Penelope purpurascens aequatorialis","Olaf Jahn","0:37","1999-07-25","song","XC261548","?","Ecuador","https://xeno-canto.org/261548/download","Penelope","mp3s/Penelope1956.mp3"
"1958",1958,"Crested Guan","Penelope purpurascens","Oscar Humberto Marín Gómez","2:11","2015-03-29","song","XC245382","06:10","Colombia","https://xeno-canto.org/245382/download","Penelope","mp3s/Penelope1957.mp3"
"1959",1959,"Crested Guan","Penelope purpurascens","Jerome Fischer","0:39","2014-11-26","call","XC205524","12:00","Ecuador","https://xeno-canto.org/205524/download","Penelope","mp3s/Penelope1958.mp3"
"1960",1960,"Crested Guan","Penelope purpurascens","Sergio Chaparro-Herrera","0:56","2014-05-14","call","XC178860","07:50","Colombia","https://xeno-canto.org/178860/download","Penelope","mp3s/Penelope1959.mp3"
"1961",1961,"Crested Guan","Penelope purpurascens","Martin St-Michel","1:07","2013-12-06","call, song","XC160946","08:15","Ecuador","https://xeno-canto.org/160946/download","Penelope","mp3s/Penelope1960.mp3"
"1962",1962,"Crested Guan","Penelope purpurascens aequatorialis","William Adsett","0:24","2013-09-02","call","XC146737","12:30","Panama","https://xeno-canto.org/146737/download","Penelope","mp3s/Penelope1961.mp3"
"1963",1963,"Crested Guan","Penelope purpurascens","Eric DeFonso","0:10","2011-04-16","call","XC114031","09:18","Ecuador","https://xeno-canto.org/114031/download","Penelope","mp3s/Penelope1962.mp3"
"1964",1964,"Crested Guan","Penelope purpurascens","Eric DeFonso","1:29","2011-04-16","call","XC114030","09:16","Ecuador","https://xeno-canto.org/114030/download","Penelope","mp3s/Penelope1963.mp3"
"1965",1965,"Crested Guan","Penelope purpurascens","William Adsett","0:36","2011-10-16","call","XC94755","11.00","Panama","https://xeno-canto.org/94755/download","Penelope","mp3s/Penelope1964.mp3"
"1966",1966,"Crested Guan","Penelope purpurascens","Jelmer Poelstra","0:21","2008-09-25","song","XC84360","?","Guatemala","https://xeno-canto.org/84360/download","Penelope","mp3s/Penelope1965.mp3"
"1967",1967,"Cauca Guan","Penelope perspicax","Daniel Cadena (Colección de Sonidos Ambientales - Instituto Humboldt)","1:56","2001-07-04","","XC525730","?","Colombia","https://xeno-canto.org/525730/download","Penelope","mp3s/Penelope1966.mp3"
"1968",1968,"Cauca Guan","Penelope perspicax","Daniel Cadena (Colección de Sonidos Ambientales - Instituto Humboldt)","1:45","2001-07-04","","XC525729","?","Colombia","https://xeno-canto.org/525729/download","Penelope","mp3s/Penelope1967.mp3"
"1969",1969,"Cauca Guan","Penelope perspicax","Daniel Cadena (Colección de Sonidos Ambientales - Instituto Humboldt)","0:38","2001-07-04","","XC525728","?","Colombia","https://xeno-canto.org/525728/download","Penelope","mp3s/Penelope1968.mp3"
"1970",1970,"Cauca Guan","Penelope perspicax","Jerome Fischer","0:30","2018-11-12","alarm call, call","XC442504","14:30","Colombia","https://xeno-canto.org/442504/download","Penelope","mp3s/Penelope1969.mp3"
"1971",1971,"Cauca Guan","Penelope perspicax","Ottavio Janni","1:19","2015-01-23","alarm call","XC306301","09:00","Colombia","https://xeno-canto.org/306301/download","Penelope","mp3s/Penelope1970.mp3"
"1972",1972,"Cauca Guan","Penelope perspicax","David Monroy Rengifo","0:18","2018-01-23","alarm call, flight call","XC433188","14:00","Colombia","https://xeno-canto.org/433188/download","Penelope","mp3s/Penelope1971.mp3"
"1973",1973,"Cauca Guan","Penelope perspicax","David Monroy Rengifo","0:19","2018-01-23","alarm call, flight call","XC433187","14:00","Colombia","https://xeno-canto.org/433187/download","Penelope","mp3s/Penelope1972.mp3"
"1974",1974,"Cauca Guan","Penelope perspicax","Mike McCloy","0:12","2016-12-04","call","XC356203","07:30","Colombia","https://xeno-canto.org/356203/download","Penelope","mp3s/Penelope1973.mp3"
"1975",1975,"Cauca Guan","Penelope perspicax","Ross Gallardy","1:10","2017-01-12","call","XC354276","10:00","Colombia","https://xeno-canto.org/354276/download","Penelope","mp3s/Penelope1974.mp3"
"1976",1976,"Cauca Guan","Penelope perspicax","Ross Gallardy","1:02","2017-01-12","call","XC354275","10:00","Colombia","https://xeno-canto.org/354275/download","Penelope","mp3s/Penelope1975.mp3"
"1977",1977,"Cauca Guan","Penelope perspicax","Jim Holmes","1:03","2016-01-31","call, song","XC302228","06:30","Colombia","https://xeno-canto.org/302228/download","Penelope","mp3s/Penelope1976.mp3"
"1978",1978,"Cauca Guan","Penelope perspicax","Jim Holmes","1:01","2016-01-31","call, song","XC302226","06:30","Colombia","https://xeno-canto.org/302226/download","Penelope","mp3s/Penelope1977.mp3"
"1979",1979,"Cauca Guan","Penelope perspicax","Oscar Humberto Marín Gómez & Pedro José Cardona","4:29","2009-06-24","alarm call, song","XC244798","07:47","Colombia","https://xeno-canto.org/244798/download","Penelope","mp3s/Penelope1978.mp3"
"1980",1980,"Cauca Guan","Penelope perspicax","Oscar Humberto Marín Gómez","2:35","2008-02-08","call, song","XC240108","06:35","Colombia","https://xeno-canto.org/240108/download","Penelope","mp3s/Penelope1979.mp3"
"1981",1981,"Cauca Guan","Penelope perspicax","Oscar Humberto Marín Gómez","11:41","2008-02-06","call, song","XC240088","18:25","Colombia","https://xeno-canto.org/240088/download","Penelope","mp3s/Penelope1980.mp3"
"1982",1982,"Cauca Guan","Penelope perspicax","Oscar Humberto Marín Gómez","1:34","2008-02-06","call, song","XC240086","08:50","Colombia","https://xeno-canto.org/240086/download","Penelope","mp3s/Penelope1981.mp3"
"1983",1983,"Cauca Guan","Penelope perspicax","Oscar Humberto Marin-Gomez","1:16","2008-02-08","song","XC131207","06:15","Colombia","https://xeno-canto.org/131207/download","Penelope","mp3s/Penelope1982.mp3"
"1984",1984,"Cauca Guan","Penelope perspicax","Oscar Humberto Marin-Gomez","2:37","2008-02-08","alarm call","XC131206","06:50","Colombia","https://xeno-canto.org/131206/download","Penelope","mp3s/Penelope1983.mp3"
"1985",1985,"Cauca Guan","Penelope perspicax","Oscar Humberto Marin-Gomez","10:13","2008-02-06","alarm call","XC131203","18:25","Colombia","https://xeno-canto.org/131203/download","Penelope","mp3s/Penelope1984.mp3"
"1986",1986,"Cauca Guan","Penelope perspicax","Oscar Humberto Marin-Gomez","1:21","2008-02-06","alarm call","XC131200","11:50","Colombia","https://xeno-canto.org/131200/download","Penelope","mp3s/Penelope1985.mp3"
"1987",1987,"Cauca Guan","Penelope perspicax","Oscar H. Marín-Gómez","3:57","2007-11-03","alarm call, call, flight call","XC128993","06:00","Colombia","https://xeno-canto.org/128993/download","Penelope","mp3s/Penelope1986.mp3"
"1988",1988,"Cauca Guan","Penelope perspicax","Oscar H. Marín-Gómez","0:24","2008-03-15","alarm call","XC121305","07:00","Colombia","https://xeno-canto.org/121305/download","Penelope","mp3s/Penelope1987.mp3"
"1989",1989,"Cauca Guan","Penelope perspicax","José Agustín López (Colección de Sonidos Ambientales - Instituto Humboldt)","2:48","2003-02-15","call, song","XC117702","06:35:00","Colombia","https://xeno-canto.org/117702/download","Penelope","mp3s/Penelope1988.mp3"
"1990",1990,"Cauca Guan","Penelope perspicax","Andrew Spencer","0:52","2008-07-26","call","XC22148","09:00","Colombia","https://xeno-canto.org/22148/download","Penelope","mp3s/Penelope1989.mp3"
"1991",1991,"Cauca Guan","Penelope perspicax","Daniel Cadena (Colección de Sonidos Ambientales - Instituto Humboldt)","4:44","2001-07-06","","XC529435","?","Colombia","https://xeno-canto.org/529435/download","Penelope","mp3s/Penelope1990.mp3"
"1992",1992,"Cauca Guan","Penelope perspicax","Hans Matheve","0:28","2014-03-14","call","XC400887","?","Colombia","https://xeno-canto.org/400887/download","Penelope","mp3s/Penelope1991.mp3"
"1993",1993,"Cauca Guan","Penelope perspicax","James Bradley","0:21","2014-02-11","call","XC299427","15:30","Colombia","https://xeno-canto.org/299427/download","Penelope","mp3s/Penelope1992.mp3"
"1994",1994,"Cauca Guan","Penelope perspicax","Peter Boesman","0:06","2010-01-02","wing whirring","XC273653","18:00","Colombia","https://xeno-canto.org/273653/download","Penelope","mp3s/Penelope1993.mp3"
"1995",1995,"Cauca Guan","Penelope perspicax","Peter Boesman","0:18","2010-01-03","call","XC273652","06:30","Colombia","https://xeno-canto.org/273652/download","Penelope","mp3s/Penelope1994.mp3"
"1996",1996,"Cauca Guan","Penelope perspicax","Peter Boesman","1:07","2010-01-02","call","XC273651","18:00","Colombia","https://xeno-canto.org/273651/download","Penelope","mp3s/Penelope1995.mp3"
"1997",1997,"White-winged Guan","Penelope albipennis","Rob Williams","0:13","2016-07-11","call, wing rattle in flight","XC326889","06:00","Peru","https://xeno-canto.org/326889/download","Penelope","mp3s/Penelope1996.mp3"
"1998",1998,"White-winged Guan","Penelope albipennis","Ross Gallardy","1:11","2015-07-06","call","XC297083","07:30","Peru","https://xeno-canto.org/297083/download","Penelope","mp3s/Penelope1997.mp3"
"1999",1999,"White-winged Guan","Penelope albipennis","Fernando Angulo","1:28","2013-03-26","alarm call, call, contact calls","XC287707","05:30","Peru","https://xeno-canto.org/287707/download","Penelope","mp3s/Penelope1998.mp3"
"2000",2000,"White-winged Guan","Penelope albipennis","Fernando Angulo","5:06","2013-03-26","alarm call, duet","XC287706","05:30","Peru","https://xeno-canto.org/287706/download","Penelope","mp3s/Penelope1999.mp3"
"2001",2001,"White-winged Guan","Penelope albipennis","Fernando Angulo","0:11","2013-03-26","call, territorial calls","XC287705","05:30","Peru","https://xeno-canto.org/287705/download","Penelope","mp3s/Penelope2000.mp3"
"2002",2002,"White-winged Guan","Penelope albipennis","Hans Matheve","0:35","2011-01-08","call?","XC163037","?","Peru","https://xeno-canto.org/163037/download","Penelope","mp3s/Penelope2001.mp3"
"2003",2003,"White-winged Guan","Penelope albipennis","Eric DeFonso","0:19","2011-05-10","song","XC120240","06:11","Peru","https://xeno-canto.org/120240/download","Penelope","mp3s/Penelope2002.mp3"
"2004",2004,"White-winged Guan","Penelope albipennis","Eric DeFonso","0:17","2011-05-09","call","XC120233","18:05","Peru","https://xeno-canto.org/120233/download","Penelope","mp3s/Penelope2003.mp3"
"2005",2005,"White-winged Guan","Penelope albipennis","Eric DeFonso","0:11","2011-05-09","call","XC120215","07:31","Peru","https://xeno-canto.org/120215/download","Penelope","mp3s/Penelope2004.mp3"
"2006",2006,"White-winged Guan","Penelope albipennis","Gerard Gorman","0:21","2012-11-23","song","XC113955","07:30","Peru","https://xeno-canto.org/113955/download","Penelope","mp3s/Penelope2005.mp3"
"2007",2007,"White-winged Guan","Penelope albipennis","Niels Krabbe","1:20","1987-05-25","call, song, male song and female rasping call","XC47260",".","Peru","https://xeno-canto.org/47260/download","Penelope","mp3s/Penelope2006.mp3"
"2008",2008,"White-winged Guan","Penelope albipennis","Fernando Angulo","0:26","2013-03-26","call, drumming, territorial calls","XC287704","05:30","Peru","https://xeno-canto.org/287704/download","Penelope","mp3s/Penelope2007.mp3"
"2009",2009,"White-winged Guan","Penelope albipennis","Eric DeFonso","0:25","2011-05-10","call","XC120270","06:46","Peru","https://xeno-canto.org/120270/download","Penelope","mp3s/Penelope2008.mp3"
"2010",2010,"White-winged Guan","Penelope albipennis","Eric DeFonso","1:16","2011-05-09","call","XC120235","18:13","Peru","https://xeno-canto.org/120235/download","Penelope","mp3s/Penelope2009.mp3"
"2011",2011,"White-winged Guan","Penelope albipennis","Segundo Crespo","0:35","2009-06-13","call","XC53751","7:00 am","Peru","https://xeno-canto.org/53751/download","Penelope","mp3s/Penelope2010.mp3"
"2012",2012,"White-winged Guan","Penelope albipennis","Andrew Spencer","0:21","2010-01-10","call","XC45751","07:45","Peru","https://xeno-canto.org/45751/download","Penelope","mp3s/Penelope2011.mp3"
"2013",2013,"White-winged Guan","Penelope albipennis","Roger Ahlman","1:03","2005-08-16","call","XC14546","7:25","Peru","https://xeno-canto.org/14546/download","Penelope","mp3s/Penelope2012.mp3"
"2014",2014,"White-winged Guan","Penelope albipennis","Nick Athanas","0:24","2005-07-07","alarm call","XC3818","16:30","Peru","https://xeno-canto.org/3818/download","Penelope","mp3s/Penelope2013.mp3"
"2015",2015,"White-winged Guan","Penelope albipennis","Andrew Spencer","0:10","2010-01-10","call","XC45752","09:10","Peru","https://xeno-canto.org/45752/download","Penelope","mp3s/Penelope2014.mp3"
"2016",2016,"White-winged Guan","Penelope albipennis","David Edwards","2:13","2006-08-06","call","XC20061","?:?","Peru","https://xeno-canto.org/20061/download","Penelope","mp3s/Penelope2015.mp3"
"2017",2017,"Spix's Guan","Penelope jacquacu","Rosendo Manuel Fraga","0:11","2002-08-24","call","XC552036","08:00","Brazil","https://xeno-canto.org/552036/download","Penelope","mp3s/Penelope2016.mp3"
"2018",2018,"Spix's Guan","Penelope jacquacu","Jerome Fischer","0:55","2019-05-22","call","XC476278","17:00","Ecuador","https://xeno-canto.org/476278/download","Penelope","mp3s/Penelope2017.mp3"
"2019",2019,"Spix's Guan","Penelope jacquacu","Jerome Fischer","0:19","2019-01-03","alarm call","XC449320","06:00","Colombia","https://xeno-canto.org/449320/download","Penelope","mp3s/Penelope2018.mp3"
"2020",2020,"Spix's Guan","Penelope jacquacu jacquacu","Victor Vanegas","0:14","2015-09-15","call","XC438566","08:15","Colombia","https://xeno-canto.org/438566/download","Penelope","mp3s/Penelope2019.mp3"
"2021",2021,"Spix's Guan","Penelope jacquacu","Herman van Oosten","0:16","2017-11-06","call","XC395792","17:00","Bolivia","https://xeno-canto.org/395792/download","Penelope","mp3s/Penelope2020.mp3"
"2022",2022,"Spix's Guan","Penelope jacquacu","Fernando Igor de Godoy","0:05","2013-06-25","alarm call","XC329203","05:30","Brazil","https://xeno-canto.org/329203/download","Penelope","mp3s/Penelope2021.mp3"
"2023",2023,"Spix's Guan","Penelope jacquacu jacquacu","Richard E. Webster","1:06","2021-11-10","call","XC704721","05:34","Bolivia","https://xeno-canto.org/704721/download","Penelope","mp3s/Penelope2022.mp3"
"2024",2024,"Spix's Guan","Penelope jacquacu","Mauricio Cuellar Ramirez (@Birding.travel)","0:32","2021-01-16","call","XC616226","08:00","Colombia","https://xeno-canto.org/616226/download","Penelope","mp3s/Penelope2023.mp3"
"2025",2025,"Spix's Guan","Penelope jacquacu","Jacob Wijpkema","0:25","2020-11-03","alarm call, call","XC606113","15:49","Bolivia","https://xeno-canto.org/606113/download","Penelope","mp3s/Penelope2024.mp3"
"2026",2026,"Spix's Guan","Penelope jacquacu","Dante Buzzetti","2:48","2008-02-24","call, allarm calls","XC490293","10:30","Brazil","https://xeno-canto.org/490293/download","Penelope","mp3s/Penelope2025.mp3"
"2027",2027,"Spix's Guan","Penelope jacquacu","Bobby Wilcox","0:12","2018-11-07","call","XC445959","10:30","Brazil","https://xeno-canto.org/445959/download","Penelope","mp3s/Penelope2026.mp3"
"2028",2028,"Spix's Guan","Penelope jacquacu jacquacu","Jonas Nilsson","0:23","1995-02-11","call","XC276343","09:30","Ecuador","https://xeno-canto.org/276343/download","Penelope","mp3s/Penelope2027.mp3"
"2029",2029,"Spix's Guan","Penelope jacquacu jacquacu","Mitch Lysinger","0:37","2000-02-00","call, calls","XC260370","?","Ecuador","https://xeno-canto.org/260370/download","Penelope","mp3s/Penelope2028.mp3"
"2030",2030,"Spix's Guan","Penelope jacquacu jacquacu","Mitch Lysinger","0:24","1998-02-09","call, song, calls","XC260369","?","Ecuador","https://xeno-canto.org/260369/download","Penelope","mp3s/Penelope2029.mp3"
"2031",2031,"Spix's Guan","Penelope jacquacu jacquacu","John V. Moore","0:31","1993-11-00","call, aggression calls","XC257418","?","Ecuador","https://xeno-canto.org/257418/download","Penelope","mp3s/Penelope2030.mp3"
"2032",2032,"Spix's Guan","Penelope jacquacu jacquacu","John V. Moore","0:29","1993-03-00","call, song, calls","XC257417","?","Ecuador","https://xeno-canto.org/257417/download","Penelope","mp3s/Penelope2031.mp3"
"2033",2033,"Spix's Guan","Penelope jacquacu","Peter Boesman","0:48","1992-04-16","call","XC227391","?","Venezuela","https://xeno-canto.org/227391/download","Penelope","mp3s/Penelope2032.mp3"
"2034",2034,"Spix's Guan","Penelope jacquacu","Eric DeFonso","2:24","2011-06-05","alarm call, call","XC122322","06:45","Peru","https://xeno-canto.org/122322/download","Penelope","mp3s/Penelope2033.mp3"
"2035",2035,"Spix's Guan","Penelope jacquacu","Mauricio Álvarez Rebolledo (Colección de Sonidos Ambientales - Instituto Humboldt)","0:56","2004-06-02","call","XC117965","?","Colombia","https://xeno-canto.org/117965/download","Penelope","mp3s/Penelope2034.mp3"
"2036",2036,"Spix's Guan","Penelope jacquacu jacquacu","Tayler Brooks","0:12","2011-01-10","call","XC77037","16:40","Ecuador","https://xeno-canto.org/77037/download","Penelope","mp3s/Penelope2035.mp3"
